ref_value,item_id,stat_property,stat_value,author_type,publisher_type,publisher_verification,authoritative,predicted_authoritative
https://spamassassin.apache.org/,Q1503674,P348,3.4.1,Organisation,Company or organisation,,1,1
https://www.debian.org/releases/testing/,Q7593,P348,9,Page not in English,Company or organisation,,0,1
https://lists.freebsd.org/pipermail/freebsd-announce/2016-April/001713.html,Q34236,P348,10.3,Individual,Company or organisation,,0,1
https://github.com/cherokee/webserver/releases/tag/v1.2.103,Q2373,P348,1.2.103,Organisation,Company or organisation,,0,1
https://github.com/caddyserver/caddyserver.com/blob/master/content/blog/caddy-0_9-released.md,Q24008327,P348,0.9,Individual,Company or organisation,,0,1
http://www.jrrio.com/en-hist.html#AutoCad,Q83570,P348,20,Organisation,Self-published sources,,1,1
http://www.audacityteam.org/audacity-2-1-2-released/,Q191782,P348,2.1.2,Organisation,Company or organisation,,1,1
https://blog.mathieui.net/poezio-0-9.html,Q3393182,P348,0.9.0,Individual,Self-published sources,,1,1
https://www.mozilla.org/en-US/firefox/48.0beta/releasenotes/,Q698,P348,48.0beta,Organisation,Company or organisation,,0,1
https://github.com/SMSSecure/SMSSecure/releases/tag/v0.13.2,Q20742563,P348,0.13.2,Collective,Company or organisation,,1,1
https://yabause.org/2009/05/31/yabause-0910/,Q1780044,P348,0.9.10,Collective,Company or organisation,,1,1
https://www.khronos.org/registry/vulkan/specs/1.0/xhtml/vkspec.html,Q19407678,P348,1.0.15,Organisation,Company or organisation,,1,1
https://blog.torproject.org/blog/tor-browser-505-released,Q15397253,P348,5.0.5,Organisation,Company or organisation,,0,1
https://blog.process-one.net/ejabberd-15-04/,Q285052,P348,15.04,Individual,Company or organisation,,1,1
http://phoronix.com/scan.php?page=news_item&px=GNU-Binutils-2.27,Q1144975,P348,2.27,Individual,Company or organisation,,0,1
https://www.virtualbox.org/pipermail/vbox-announce/2016-June/000150.html,Q11393,P348,5.0.24,Individual,Company or organisation,,1,1
http://www.ghostscript.com/doc/9.19/News.htm,Q1135839,P348,9.19,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/mike_matas.html,Q22985897,P361,Q22985259,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/patrick_chappatte_the_power_of_cartoons.html,Q22999067,P361,Q22998891,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q18615177,P361,Q13915,Individual,Self-published sources,,1,1
http://www.ted.com/talks/paul_conneally_digital_humanitarianism.html,Q23466899,P361,Q23058942,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/alex_tabarrok_foresees_economic_growth.html,Q22980491,P361,Q22980368,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671267,P361,Q13915,Individual,Self-published sources,,1,1
http://www.ted.com/talks/james_howard_kunstler_dissects_suburbia.html,Q22992636,P361,Q22992468,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/monica_lewinsky_the_price_of_shame.html,Q22991362,P361,Q22991296,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable.html,Q23663661,P361,Q189021,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/srdja_popovic_how_to_topple_a_dictator.html,Q23465879,P361,Q23058942,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671275,P361,Q13915,Individual,Self-published sources,,1,1
http://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen.html,Q23469345,P361,Q23058942,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q18615102,P361,Q13915,Individual,Self-published sources,,1,1
http://www.ted.com/talks/susan_cain_the_power_of_introverts.html,Q22987986,P361,Q22987886,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/george_smoot_on_the_design_of_the_universe.html,Q23663660,P361,Q189021,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671300,P361,Q13915,Individual,Self-published sources,,1,1
http://www.ted.com/talks/steven_levitt_on_child_carseats.html,Q22978293,P361,Q22978291,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/malte_spitz_your_phone_company_is_watching.html,Q22999324,P361,Q22999289,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/freeman_dyson_says_let_s_look_for_life_in_the_outer_solar_system.html,Q22992409,P361,Q22992355,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/andrew_bird_s_one_man_orchestra_of_the_imagination.html,Q22980846,P361,Q22980648,Organisation,Company or organisation,,0,1
http://www.imdb.com/title/tt0211131/combined,Q22283604,P364,Q9043,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt1664892/combined,Q3089073,P364,Q9035,Collective,Company or organisation,,1,1
http://www.yesasia.com/us/kungfu-cyborg-metallic-attraction-original-soundtrack-china-version/1021319052-0-0-0-en/info.html,Q1057524,P364,Q9192,Organisation,Company or organisation,,1,1
http://www.historyofparliamentonline.org/volume/1754-1790/member/craufurd-sir-patrick-1782,Q26791891,P39,Q18015642,Individual,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1386-1421/member/cooper-john-ii,Q26898982,P39,Q18018860,Individual,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1754-1790/member/webb-nathaniel-1725-86,Q26857772,P39,Q18015642,Individual,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1754-1790/member/rumbold-william-richard-1760-86,Q26905885,P39,Q18015642,Individual,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1790-1820/member/hodson-john-1758-1828,Q26265411,P39,Q16707842,Individual,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1754-1790/member/linwood-nicholas-1773,Q26911819,P39,Q18015642,Organisation,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1754-1790/member/knollys-sir-francis-1722-72,Q26911608,P39,Q18015642,Organisation,Company or organisation,,0,1
https://books.google.co.uk/books?id=zdTuQRZxBTIC&pg=PA574,Q21165560,P40,Q6146006,Individual,Company or organisation,,1,1
http://wbo.llgc.org.uk/en/s1-THOM-JOH-1838.html,Q3403561,P40,Q20735679,Individual,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671345,P433,1549,Individual,Self-published sources,,1,1
http://www.xkcd.com/archive/index.html,Q20671320,P433,1524,Individual,Self-published sources,,1,1
http://www.metacritic.com/game/xbox-360/fallout-3,Q221164,P444,93/100,Organisation,News and media outlet,,1,1
http://www.metacritic.com/game/playstation-3/fallout-new-vegas,Q753749,P444,82/100,Organisation,News and media outlet,,1,1
http://www.rollingstone.com/music/features/11-things-you-learn-hanging-out-with-weezer-20140904,Q2463688,P463,Q209956,Individual,News and media outlet,,0,1
http://www.gracesguide.co.uk/William_Alexander_Brooks,Q25160214,P463,Q1665181,Organisation,Company or organisation,,0,1
http://independentlibraries.co.uk/directory-langholm-to-portico/the-london-library,Q269192,P463,Q24704800,Organisation,Company or organisation,,0,1
http://www.opensubtitles.org/en/subtitles/5760235/an-adventure-in-space-and-time-en,Q4749729,P495,Q145,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/tali_sharot_the_optimism_bias.html,Q22988124,P50,Q19667092,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/hans_rosling_the_truth_about_hiv.html,Q22948156,P50,Q588259,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671287,P50,Q285048,Individual,Self-published sources,,1,1
http://www.ted.com/talks/hector_ruiz_on_connecting_the_world.html,Q22998653,P50,Q563211,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/john_maeda_on_the_simple_life.html,Q22980003,P50,Q93024,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/ben_katchor_s_comics_of_old_new_york.html,Q22992344,P50,Q464432,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q18615230,P50,Q285048,Individual,Self-published sources,,1,1
http://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets.html,Q22998911,P50,Q5277447,Organisation,Company or organisation,,0,1
http://www.xkcd.com/archive/index.html,Q20671319,P50,Q285048,Individual,Self-published sources,,1,1
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html,Q21505396,P509,Q178061,Organisation,Government agencies,,0,1
http://www.theguardian.com/artanddesign/2009/aug/06/tamara-krikorian-obituary,Q19561095,P509,Q12192,Individual,News and media outlet,,0,1
http://firstcycling.com/team.php?l=3361,Q24045568,P527,Q3141921,Organisation,News and media outlet,,0,1
http://firstcycling.com/team.php?l=3432,Q24255569,P527,Q919122,Organisation,News and media outlet,,0,1
http://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful.html,Q22988712,P527,Q22988770,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/sergey_brin_why_google_glass.html,Q22988712,P527,Q22989035,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/kailash_satyarthi_how_to_make_peace_get_angry.html,Q25932658,P527,Q22991485,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis.html,Q22999444,P527,Q22999459,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women.html,Q23000453,P527,Q23000462,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/shea_hembrey_how_i_became_100_artists.html,Q22985259,P527,Q22986017,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/sarah_jones_as_a_one_woman_global_village.html,Q22980368,P527,Q22980493,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/nathan_wolfe_hunts_for_the_next_aids.html,Q22980368,P527,Q22980455,Organisation,Company or organisation,,0,1
http://firstcycling.com/team.php?l=3452,Q24237831,P527,Q24237959,Organisation,News and media outlet,,0,1
http://www.ted.com/talks/adam_ostrow_after_your_final_status_update.html,Q22999115,P527,Q22999157,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/billy_collins_everyday_moments_caught_in_time.html,Q22987886,P527,Q22988027,Organisation,Company or organisation,,0,1
http://firstcycling.com/team.php?l=2890,Q24287354,P527,Q929096,Organisation,News and media outlet,,0,1
http://www.salvador-dali.org/cataleg_raonat/fitxa_obra.php?obra=640&inici=1947&fi=1951,Q4423965,P528,640,Page not in English,Company or organisation,,0,1
https://archive.org/stream/gri_33125004476327#page/n504/mode/1up,Q21519767,P528,457 R,Organisation,Company or organisation,,0,1
https://archive.org/stream/expositiondesprimi00expo#page/60/mode/1up,Q20186939,P528,140,Page not in English,Company or organisation,,0,1
https://archive.org/stream/gri_33125009347911#page/n116/mode/1up,Q26704055,P528,60,Page not in English,Company or organisation,,0,1
https://archive.org/stream/expositiondesprimi00expo#page/17/mode/1up,Q19905059,P528,38,Page not in English,Company or organisation,,0,1
https://archive.org/stream/catalogueraisonn06hofsuoft#page/401/mode/1up,Q19905326,P528,870,Organisation,Company or organisation,,0,1
http://www.procyclingstats.com/rider/Antoine_Demoitie,Q15792007,P54,Q1267263,Organisation,News and media outlet,,1,1
"http://www.planetehockey.com/news-carnet-noir-deces-de-gaetan-boucher,58378.html",Q16186991,P54,Q675245,Page not in English,Page not in English,,0,1
http://users.bwr.eastlink.ca/~pjrj/johnjack/aqwn01.htm,Q26247404,P551,Q646980,Organisation,Page not working,,0,1
http://www.cb300.com/mushers.aspx,Q22030497,P551,Q23666,Organisation,Company or organisation,,0,1
http://iditarod.com/race/2016/mushers/1027-Miriam-Osredkar/,Q23014129,P551,Q923710,Organisation,Company or organisation,,0,1
https://www.instagram.com/hallsgardensite/,Q24027563,P553,Q209330,Organisation,Company or organisation,,1,1
https://vimeo.com/autrecords,Q23819508,P553,Q156376,Organisation,Company or organisation,,0,1
https://www.crunchbase.com/person/leo-noe,Q6524094,P553,Q10846831,Organisation,Company or organisation,,1,1
http://akas.imdb.com/name/nm2304352/,Q21013132,P569,+1987-01-01T00:00:00Z,Collective,Company or organisation,,1,1
http://www.eurohandball.com/ec/ehfc/women/2015-16/player/531454/EsinSagdic,Q16227420,P569,+1988-01-11T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.coolantarctica.com/Antarctica%20fact%20file/History/biography/mcleod_thomas.php,Q3990692,P569,+1873-04-03T00:00:00Z,Organisation,Self-published sources,,1,1
http://www.filmreference.com/film/91/John-Gould-Rubin.html,Q22918906,P569,+1951-01-26T00:00:00Z,Organisation,News and media outlet,,1,1
http://www.fivb.org/EN/BeachVolleyball/Player_DataDB.asp?No=150101,Q26212372,P569,+1987-06-04T00:00:00Z,Organisation,Company or organisation,,0,1
http://yba.llgc.org.uk/en/s-OWEN-ELL-1789.html,Q18534796,P569,+1789-03-31T00:00:00Z,Individual,Page not in English,,0,1
http://www-history.mcs.st-andrews.ac.uk/Biographies/Bernstein_Felix.html,Q77523,P569,+1878-02-24T00:00:00Z,Individual,Academic institution,,0,1
http://firstcycling.com/rider.php?r=21250,Q21168805,P569,+1957-07-16T00:00:00Z,Organisation,News and media outlet,,0,1
http://www.ohchr.org/Documents/HRBodies/CCPR/Elections35th/SergiyKyslytsya.doc,Q16701497,P569,+1969-08-15T00:00:00Z,Organisation,Government agencies,,0,1
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=110282,Q25713101,P569,+1797-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://genealogy.az.gov/azbirth/1044/10440674.pdf,Q726530,P569,+1937-11-01T00:00:00Z,Page not working,Government agencies,,1,1
http://www.gc-cup.com/en/archive/gc-cup-2013/player-profile-quali.html,Q6437901,P569,+1989-02-09T00:00:00Z,Page not working,Company or organisation,,1,1
http://www.badmintonlink.com/Player-Info/105/Joachim_Persson,Q1690366,P569,+1983-05-23T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.cdc.gov/niosh/npg/npgd0032.html,Q21167797,P636,Q10268830,Organisation,Government agencies,,0,1
http://www.telegraph.co.uk/news/obituaries/military-obituaries/special-forces-obituaries/9481084/Zvi-Aharoni-and-Yaakov-Meidad.html,Q88933,P569,+1921-02-06T00:00:00Z,Organisation,News and media outlet,,0,1
https://assets.documentcloud.org/documents/1532973/complaint-brock-turner.pdf,Q24452251,P569,+1995-08-01T00:00:00Z,Organisation,Page not working,,0,1
http://www.oregonencyclopedia.org/articles/davies_mary_carolyn_ca_1890_/,Q22666013,P569,+1888-00-00T00:00:00Z,Individual,Company or organisation,,0,1
http://www.oregonencyclopedia.org/articles/davies_mary_carolyn_ca_1890_/,Q22666013,P570,somevalue,Individual,Company or organisation,,0,1
http://www.cineplex.com/People/mathieu-carriere,Q66423,P569,+1950-08-02T00:00:00Z,Organisation,Company or organisation,,1,1
http://uk.soccerway.com/players/panagiotis-glykos/18871/,Q3557375,P569,+1986-10-10T00:00:00Z,Organisation,Company or organisation,,0,1
"https://viaf.org/viaf/162895185/#Defty,_Andrew,_1970-....",Q26216079,P569,+1970-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.bbc.co.uk/arts/yourpaintings/artists/william-armfield-smith,Q21464181,P569,+1810-01-01T00:00:00Z,Organisation,News and media outlet,,0,1
http://firstcycling.com/rider.php?r=26948.,Q24251415,P569,+1943-10-04T00:00:00Z,Organisation,News and media outlet,,0,1
http://firstcycling.com/rider.php?r=21253,Q24287457,P569,+1954-09-08T00:00:00Z,Organisation,News and media outlet,,0,1
http://firstcycling.com/rider.php?r=1642,Q24133877,P569,+1976-11-19T00:00:00Z,Organisation,News and media outlet,,0,1
http://sports.yahoo.com/tennis/players/5099,Q440477,P569,+1984-01-20T00:00:00Z,Organisation,News and media outlet,,1,1
"http://viaf.org/viaf/222435122/#Barnard,_George,_1807-1890",Q25292906,P569,+1807-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.imdb.com/name/nm0257806/,Q22087792,P569,+1903-11-16T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.nfl.com/player/calvinhill/2516499/careerstats,Q1027683,P569,+1947-01-02T00:00:00Z,Organisation,Company or organisation,,0,1
http://espn.go.com/olympics/winter/2014/athletes/_/athlete/34894/hermann-maier,Q1956,P569,+1972-12-07T00:00:00Z,Organisation,News and media outlet,,0,1
http://fmg.ac/Projects/MedLands/AQUITAINE.htm#AdelindaMAcfredoICarcassonne,Q2604056,P569,somevalue,Individual,Company or organisation,,0,1
http://www.theguardian.com/tv-and-radio/2016/jan/17/dan-haggerty,Q113069,P569,+1942-11-19T00:00:00Z,Individual,News and media outlet,,0,1
http://firstcycling.com/rider.php?r=24650,Q24237715,P569,+1936-04-19T00:00:00Z,Organisation,News and media outlet,,0,1
http://www.sports-reference.com/olympics/athletes/ag/luis-aguilar-1.html,Q22237157,P569,+1952-09-14T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.billgladstone.ca/?p=3730/,Q18167990,P569,+1946-00-00T00:00:00Z,Individual,Self-published sources,,1,1
http://www.judoinside.com/judoka/42412,Q27037433,P569,+1991-12-23T00:00:00Z,Organisation,News and media outlet,,1,1
http://www.sportquick.com/dicostar/surf-67/hoarau-anne-gaelle-12597.html,Q2850786,P569,+1969-10-20T00:00:00Z,Page not in English,Page not in English,,0,1
http://www.imdb.com/title/tt0053120/fullcredits?ref_=tt_cl_sm#cast,Q15811508,P57,Q862224,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt0109830/?ref_=chttp_tt_13,Q134773,P57,Q187364,Collective,Company or organisation,,1,1
http://www.lynnnews.co.uk/news/local/latest-local-news/latest-news-earl-of-leicester-dies-aged-78-1-6710037,Q5342349,P570,+2015-04-25T00:00:00Z,Organisation,News and media outlet,,0,1
https://new.liveauctioneers.com/item/18118563,Q26715079,P570,+1872-00-00T00:00:00Z,Organisation,Company or organisation,,1,1
http://newspapers.library.wales/view/3614615/3614616/2/,Q24334379,P570,+1892-11-18T00:00:00Z,Organisation,News and media outlet,,1,1
http://fmg.ac/Projects/MedLands/BURGUNDY%20Kingdom.htm,Q2878505,P570,novalue,Organisation,Company or organisation,,0,1
http://s002.iannounce-cdn.co.uk/static/1454678984/images/72/65/44906572.pdf,Q1584762,P570,+2016-01-25T00:00:00Z,Page not in English,Page not working,,0,1
http://www.cdc.gov/niosh/npg/npgd0269.html,Q21174287,P636,Q10268830,Organisation,Government agencies,,0,1
http://www.catholic-hierarchy.org/bishop/bburkee.html,Q3048076,P570,+1820-11-29T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.sctimes.com/article/20101002/NEWS01/110020001/1009/Former-St.-Cloud-mayor-Ed-Henry-dies-at-89,Q1282373,P570,+00000002010-09-30T00:00:00Z,Page not working,News and media outlet,,1,1
http://eprints.lancs.ac.uk/80161/1/MBMJ_Author_Copy.pdf,Q26209687,P570,+1841-00-00T00:00:00Z,Collective,Academic institution,,1,1
http://www.washingtonpost.com/wp-dyn/content/article/2007/07/20/AR2007072002242.html,Q3880866,P570,+2007-07-05T00:00:00Z,Individual,News and media outlet,,0,1
http://www.huffingtonpost.com/david-hinckley/rip-vaughn-harper-the-qui_b_10910504.html,Q23023178,P570,+2016-07-09T00:00:00Z,Individual,News and media outlet,,0,1
https://www.yenihayatgazetesi.com/nevzat-yalcintas-vefat-etti-33822,Q6069688,P570,+2016-07-15T00:00:00Z,Page not working,Page not working,,1,1
http://www.historyofparliamentonline.org/volume/1604-1629/member/parker-sir-john-1548-1617,Q6251924,P570,+1617-00-00T00:00:00Z,Individual,Company or organisation,,0,1
http://www.independent.co.uk/news/people/obituary-jimmy-allen-1571883.html,Q3808401,P570,+1995-02-05T00:00:00Z,Organisation,News and media outlet,,0,1
http://www.mba.ac.uk/nmbl/projects/people/presidents/gpbidder,Q18576209,P570,+1954-12-31T00:00:00Z,Page not working,Academic institution,,1,1
http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=82609134,Q21464386,P570,+1952-00-00T00:00:00Z,Collective,Company or organisation,,1,1
http://killiefc.com/en/jackie-mcinally_50957/,Q22280090,P570,+2016-07-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.historyofparliamentonline.org/volume/1790-1820/member/whittle-francis,Q26690010,P570,somevalue,Individual,Company or organisation,,0,1
https://collections.artsmia.org/index.php?page=detail&id=3282,Q20891293,P571,+1762-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/rives_on_4_a_m.html,Q22979976,P571,+2007-03-03T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/blaise_aguera_y_arcas_demos_photosynth.html,Q22979960,P571,+2007-03-03T00:00:00Z,Organisation,Company or organisation,,0,1
http://splitsider.com/2010/08/welcome-to-splitsider/,Q22205390,P571,+2010-00-00T00:00:00Z,Individual,News and media outlet,,0,1
http://www.metmuseum.org/collection/the-collection-online/search/439385,Q19914308,P571,+1832-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/ian_goldin_navigating_our_global_future.html,Q22998814,P571,+2009-07-23T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.redorbit.com/news/technology/1539405/mtv_networks_international_launches_first_ever_music_and_kids_international/,Q1321013,P571,+2008-09-15T00:00:00Z,Individual,News and media outlet,,0,1
http://www.ted.com/talks/pete_alcorn_s_vision_of_a_better_world.html,Q22980535,P571,+2009-02-05T00:00:00Z,Organisation,Company or organisation,,0,1
https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/28178/,Q11790258,P571,+1894-01-01T00:00:00Z,Page not working,Cultural institutions,,1,1
http://europeana.eu/portal/record//90402/SK_A_3841.html,Q9355519,P571,+1530-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.moma.org/collection/browse_results.php?object_id=79203,Q19885051,P571,+1947-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/nina_jablonski_breaks_the_illusion_of_skin_color.html,Q22980576,P571,+2009-02-05T00:00:00Z,Organisation,Company or organisation,,0,1
https://library.leeds.ac.uk/special-collections-explore/380982,Q7186828,P571,+1981-00-00T00:00:00Z,Organisation,Academic institution,,0,1
http://www.metmuseum.org/collection/the-collection-online/search/10788,Q19924128,P571,+1853-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.cdc.gov/niosh/npg/npgd0651.html,Q21175406,P636,Q10268830,Organisation,Government agencies,,0,1
http://www.profilecanada.com/companydetail.cfm?company=227282_Lombardi_Media_Corporation_Vaughan_ON,Q25375741,P571,+1986-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players.html,Q22999469,P571,+2013-06-14T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.metmuseum.org/collection/the-collection-online/search/438623,Q20167225,P571,+1803-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://moma.org/collection/works/2851,Q2629013,P571,+1927-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
https://groups.google.com/d/msg/uk.media.tv.sky/a6OCZtaOCI8/4EfteIFZvAwJ,Q3602222,P571,+1998-00-00T00:00:00Z,Collective,Company or organisation,,1,1
http://collections.britishart.yale.edu/vufind/Record/3794722,Q23698528,P571,+1958-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
https://commons.wikimedia.org/wiki/File:Brno-P%C3%ADse%C4%8Dn%C3%ADk2014o4.jpg,Q22678576,P571,+2010-00-00T00:00:00Z,Collective,Company or organisation,,1,1
http://www.moma.org/collection/browse_results.php?object_id=80198,Q19885015,P571,+1944-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.philamuseum.org/collections/permanent/82634.html,Q20808849,P571,+1828-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://europeana.eu/portal/record//90402/SK_A_2664.html,Q15874385,P571,+1872-01-01T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.ciaaw.org/commission.htm,Q15647945,P571,+1899-00-00T00:00:00Z,Organisation,Academic institution,,0,1
http://www.laquadrature.net/le-debat-est-ouvert,Q604319,P571,+2008-03-26T00:00:00Z,Page not in English,Company or organisation,,0,1
http://www.fundacionbancosantander.com/coleccion/#/obra/88,Q22669604,P571,+1720-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
https://web.archive.org/web/20110523123243/http://www.germantribes.org/tribes/Lombards/Lombard%20Rulers/kingsline.htm,Q83922,P576,+0689-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
http://www.imdb.com/title/tt0040763/releaseinfo?ref_=tt_ov_inf,Q1144028,P577,+1952-03-07T00:00:00Z,Collective,Company or organisation,,1,1
https://tools.ietf.org/html/rfc6986,Q16635204,P577,+2012-08-07T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt0060349/releaseinfo,Q3040409,P577,+1966-03-02T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.hardcoregamer.com/2015/08/05/mighty-no-9-delayed-until-at-least-2016/161624/,Q14803834,P577,+2016-00-00T00:00:00Z,Individual,News and media outlet,,0,1
http://www.imdb.com/title/tt2660888/releaseinfo?ref_=tt_dt_dt,Q20023116,P577,+2016-09-02T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt0080850/releaseinfo?ref_=tt_ov_inf,Q3029511,P577,+1983-03-05T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.imdb.com/title/tt0185895/releaseinfo?ref_=tt_ov_inf,Q2524464,P577,+1999-08-22T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt1291150/releaseinfo?ref_=tt_ov_inf,Q9653404,P577,+2014-08-15T00:00:00Z,Collective,Company or organisation,,1,1
http://www.boxofficemojo.com/movies/?id=2012.htm,Q184605,P577,+2009-11-13T00:00:00Z,Organisation,Company or organisation,,1,1
http://daccess-ods.un.org/access.nsf/Get?Open&DS=A/RES/34/37&Lang=E,Q7888409,P577,+1979-11-21T00:00:00Z,Organisation,Government agencies,,0,1
http://www.imdb.com/title/tt2049474/releaseinfo,Q3804482,P577,+2012-10-04T00:00:00Z,Organisation,Company or organisation,,1,1
http://www.imdb.com/title/tt0022290/combined,Q4498570,P577,+1931-01-01T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt4278418/releaseinfo,Q19776661,P577,+2014-11-21T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt2986512/releaseinfo,Q13432769,P577,+2013-12-25T00:00:00Z,Collective,Company or organisation,,1,1
http://daccess-ods.un.org/access.nsf/Get?Open&DS=A/RES/54(I)&Lang=E,Q25991777,P577,+1946-11-19T00:00:00Z,Organisation,Government agencies,,0,1
http://www.boxofficemojo.com/movies/?page=intl&id=marvel14b.htm,Q1765358,P161,Q350194,Organisation,Company or organisation,,1,1
http://www.boxofficemojo.com/movies/?page=intl&id=marvel14b.htm,Q1765358,P161,Q350194,Organisation,Company or organisation,,1,1
http://www.imdb.com/title/tt0424228/releaseinfo?ref_=tt_ov_inf,Q389122,P577,+2005-01-11T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt0181865/releaseinfo?ref_=tt_ov_inf,Q142292,P577,+2001-03-07T00:00:00Z,Collective,Company or organisation,,1,1
http://www.unesco.org/new/en/social-and-human-sciences/events/prizes-and-celebrations/unesco-prizes/,Q21286197,P101,Q34750,Organisation,Government agencies,,0,1
http://classify.oclc.org/classify2/ClassifyDemo?wi=244205816,Q4744868,P1036,813.6,Organisation,Company or organisation,,0,1
http://fmg.ac/Projects/MedLands/FRANKSMaiordomi.htm,Q443037,P1038,Q23864231,Organisation,Company or organisation,,0,1
http://www.boxofficemojo.com/movies/?id=planetoftheapes.htm,Q59534,P577,+1968-02-08T00:00:00Z,Collective,Company or organisation,,1,1
http://www.imdb.com/title/tt0151483/releaseinfo,Q1761640,P577,+1968-09-07T00:00:00Z,Collective,Company or organisation,,1,1
